Player,Team,League,Pivot_Master,Maestro,Box_to_Box,Age,Nationality,Height,Foot,Market Value,Contract Until,Position,Annual Salary,Release Clause,Diez,Space_Invader,Key_Passer,Creative_Winger,Falso_Nueve,Aerial_Dominator,Lethal_Striker,Valverde_Score
Breel Embolo,Monaco,Ligue_1,,,,28.0,"Switzerland, Cameroon","1,87m",right,€12.000.000,"Jun 30, 2026",Centre-Forward,€3.450.000.00,€0,,,,,63.0,84.4,84.2,77.2
Umut Nayir,Konyaspor,Süper_Lig,,,,31.0,Türkiye,"1,91m",right,€0,"Jun 30, 2026",Centre-Forward,€1.170.000.00,€0,,,,,62.7,33.5,38.1,44.8
Juanmi Latasa,Valladolid,La_Liga,,,,24.0,Spain,"1,92m",left,€2.500.000,"Jun 30, 2029",Centre-Forward,€840.000.00,€0,,,,,62.6,59.3,58.5,60.1
Gonçalo Ramos,Paris_Saint_Germain,Ligue_1,,,,23.0,Portugal,"1,85m",right,€45.000.000,"Jun 30, 2028",Centre-Forward,€5.500.000.00,€0,,,,,62.6,65.8,73.4,67.3
Julián Carranza,Feyenoord,Eredivisie,,,,24.0,"Argentina, Italy","1,82m",right,€6.000.000,"Jun 30, 2028",Centre-Forward,€1.180.000.00,€0,,,,,62.2,47.9,50.8,53.6
Liam Cullen,Swansea_City,Championship,,,,26.0,Wales,"1,78m",left,€1.200.000,"Jun 30, 2028",Centre-Forward,€246.682.00,€0,,,,,62.1,51.9,51.8,55.3
Logan Farrington,FC_Dallas,MLS,,,,23.0,United States,"1,88m",,€0,"Dec 31, 2027",Centre-Forward,€63.024.00,€0,,,,,62.0,44.7,42.5,49.7
Sekou Mara,Strasbourg,Ligue_1,,,,,,,,,,,,,,,,,61.9,50.7,43.0,51.9
Haji Wright,Coventry_City,Championship,,,,27.0,"United States, Liberia","1,93m",right,€8.500.000,"Jun 30, 2027",Centre-Forward,€1.541.762.00,€0,,,,,61.9,58.7,57.9,59.5
Antonio Sanabria,Torino,Serie_A,,,,29.0,"Paraguay, Spain","1,80m",right,€4.000.000,"Jun 30, 2026",Centre-Forward,€2.960.000.00,€0,,,,,61.6,49.8,43.0,51.5
Jeremy Ebobisse,SJ_Earthquakes,MLS,,,,,,,,,,,,,,,,,61.3,51.5,50.2,54.3
Dany Mota,Monza,Serie_A,,,,27.0,"Portugal, Luxembourg","1,80m",right,€5.000.000,"Jun 30, 2027",Second Striker,€1.110.000.00,€0,,,,,61.1,72.8,59.4,64.4
Ricardo Pepi,PSV_Eindhoven,Eredivisie,,,,22.0,"United States, Mexico","1,85m",right,€18.000.000,"Jun 30, 2030",Centre-Forward,€2.350.000.00,€0,,,,,61.1,48.2,55.5,54.9
Liam Delap,Ipswich_Town,EPL,,,,22.0,"England, Ireland","1,86m",right,€35.000.000,"Jun 30, 2029",Centre-Forward,,,,,,,60.9,67.3,65.0,64.4
Youssef En-Nesyri,Fenerbahçe,Süper_Lig,,,,,,,,,,,€6.670.000.00,€0,,,,,60.8,37.5,47.4,48.6
George Pușcaș,BB_Bodrumspor,Süper_Lig,,,,29.0,Romania,"1,88m",right,€1.300.000,"Jun 30, 2027",Centre-Forward,€1.670.000.00,€0,,,,,60.8,35.1,41.2,45.7
Ciro Immobile,Beşiktaş,Süper_Lig,,,,,,,,,,,,,,,,,60.8,35.0,41.4,45.7
Rodrigo Ribeiro,AVS_Futebol,Primeira_Liga,,,,20.0,Portugal,"1,86m",right,€3.000.000,"Jun 30, 2025",Centre-Forward,€450.000.00,€0,,,,,60.7,45.9,41.4,49.3
Umar Sadiq,Valencia,La_Liga,,,,28.0,Nigeria,"1,91m",right,€5.000.000,"Jun 30, 2025",Centre-Forward,€1.200.000.00,€0,,,,,60.6,54.9,59.3,58.3
Róbert Boženík,Boavista,Primeira_Liga,,,,,,,,,,,,,,,,,60.6,64.8,61.4,62.3
Yuki Ohashi,Blackburn_Rovers,Championship,,,,28.0,Japan,"1,81m",right,€1.500.000,"Jun 30, 2027",Centre-Forward,€925.057.00,€0,,,,,60.1,51.3,49.4,53.6
Beto,Everton,EPL,,,,27.0,"Guinea-Bissau, Portugal","1,94m",right,€20.000.000,"Jun 30, 2027",Centre-Forward,€3.083.523.00,€0,,,,,60.1,56.6,54.7,57.1
Cédric Bakambu,Real_Betis,La_Liga,,,,34.0,"DR Congo, France","1,82m",right,€1.800.000,"Jun 30, 2026",Centre-Forward,€1.200.000.00,€0,,,,,60.0,47.1,56.9,54.7
Caleb Ekuban,Genoa,Serie_A,,,,31.0,"Ghana, Italy","1,82m",right,€1.500.000,"Jun 30, 2026",Centre-Forward,€770.000.00,€0,,,,,59.8,47.9,43.0,50.2
Tino Kadewere,Nantes,Ligue_1,,,,29.0,Zimbabwe,"1,83m",right,€3.000.000,"Jun 30, 2027",Centre-Forward,€910.000.00,€0,,,,,59.6,53.4,48.6,53.9
Benjamin Šeško,RB_Leipzig,Bundesliga,,,,,,,,,,,,,,,,,59.5,80.2,70.3,70.0
Thierno Barry,Villareal,La_Liga,,,,22.0,"France, Guinea","1,95m",right,€14.000.000,"Jun 30, 2029",Centre-Forward,,,,,,,59.4,81.9,91.4,77.6
Bojan Miovski,Girona,La_Liga,,,,25.0,North Macedonia,"1,89m",left,€3.000.000,"Jun 30, 2028",Centre-Forward,€720.000.00,€0,,,,,59.3,47.9,47.9,51.7
Raúl Jiménez,Fulham,EPL,,,,33.0,Mexico,"1,87m",right,€5.000.000,"Jun 30, 2025",Centre-Forward,€6.167.047.00,€0,,,,,59.3,71.6,65.7,65.5
Petar Musa,FC_Dallas,MLS,,,,27.0,Croatia,"1,88m",right,€7.000.000,"Dec 31, 2027",Centre-Forward,€1.588.815.00,€0,,,,,59.3,59.3,56.5,58.4
Kayden Jackson,Derby_County,Championship,,,,31.0,England,"1,81m",right,€0,"Jun 30, 2026",Centre-Forward,€740.046.00,€0,,,,,59.1,53.9,45.7,52.9
Lucas Höler,Freiburg,Bundesliga,,,,30.0,Germany,"1,84m",right,€3.500.000,-,Centre-Forward,€520.000.00,€0,,,,,59.0,76.0,66.6,67.2
Jonathan Burkardt,Mainz_05,Bundesliga,,,,24.0,Germany,"1,83m",right,€35.000.000,"Jun 30, 2027",Centre-Forward,€1.890.000.00,€0,,,,,59.0,71.8,78.8,69.9
Mehdi Taremi,Internazionale,Serie_A,,,,32.0,Iran,"1,85m",right,€5.000.000,"Jun 30, 2027",Centre-Forward,€5.560.000.00,€0,,,,,59.0,49.0,41.0,49.7
Shuto Machino,Holstein_Kiel,Bundesliga,,,,25.0,Japan,"1,85m",right,€3.500.000,"Jun 30, 2027",Centre-Forward,€420.000.00,€0,,,,,58.9,67.3,60.3,62.2
Callum Robinson,Cardiff_City,Championship,,,,30.0,"Ireland, England","1,78m",right,€1.800.000,"Jun 30, 2027",Centre-Forward,€2.158.466.00,€0,,,,,58.5,53.2,51.2,54.3
Tommy Conway,Middlesbrough,Championship,,,,22.0,"Scotland, England","1,85m",right,€6.000.000,"Jun 30, 2028",Centre-Forward,€616.705.00,€0,,,,,58.5,55.8,52.8,55.7
Cameron Archer,Southampton,EPL,,,,23.0,"England, Jamaica","1,75m",right,€14.000.000,"Jun 30, 2028",Centre-Forward,€2.466.819.00,€0,,,,,58.5,47.4,45.0,50.3
Fábio Silva,Las_Palmas,La_Liga,,,,22.0,Portugal,"1,85m",right,€20.000.000,"Jun 30, 2025",Centre-Forward,,,,,,,58.4,75.1,79.9,71.1
Toni Martínez,Alaves,La_Liga,,,,27.0,Spain,"1,87m",right,€2.800.000,"Jun 30, 2028",Centre-Forward,€1.780.000.00,€0,,,,,58.2,55.9,60.3,58.1
Dylan Nandín,Arouca,Primeira_Liga,,,,23.0,Uruguay,"1,86m",right,€0,"Jun 30, 2025",Centre-Forward,€120.000.00,€0,,,,,58.1,44.6,41.3,48.0
Rhian Brewster,Sheffield_United,Championship,,,,25.0,"England, Barbados","1,80m",right,€3.000.000,"Jun 30, 2025",Centre-Forward,€2.158.466.00,€0,,,,,58.0,46.2,43.4,49.2
Nahki Wells,Bristol_City,Championship,,,,34.0,Bermuda,"1,70m",right,€0,"Jun 30, 2025",Centre-Forward,€1.665.103.00,€0,,,,,58.0,54.8,51.1,54.6
Joe Gelhardt,Hull_City,Championship,,,,23.0,England,"1,79m",left,€3.500.000,"May 31, 2025",Centre-Forward,€925.057.00,€0,,,,,57.9,46.6,41.9,48.8
Nick Woltemade,Stuttgart,Bundesliga,,,,23.0,Germany,"1,98m",right,€17.000.000,"Jun 30, 2028",Second Striker,€470.000.00,€0,,,,,57.8,64.1,61.3,61.1
Ange-Yoan Bonny,Parma,Serie_A,,,,21.0,"France, Cote d'Ivoire","1,89m",right,€20.000.000,"Jun 30, 2027",Centre-Forward,€540.000.00,€0,,,,,57.8,71.2,61.9,63.6
Lorenzo Colombo,Empoli,Serie_A,,,,23.0,Italy,"1,83m",left,€6.000.000,"Jun 30, 2025",Centre-Forward,€930.000.00,€0,,,,,57.8,66.7,57.5,60.7
Pablo,Gil_Vicente_FC,Primeira_Liga,,,,21.0,"Brazil, Portugal","1,84m",right,€0,"Jun 30, 2025",Centre-Forward,€200.000.00,€0,,,,,57.7,49.1,47.2,51.3
Marvin Ducksch,Werder_Bremen,Bundesliga,,,,31.0,Germany,"1,88m",right,€7.500.000,"Jun 30, 2026",Centre-Forward,€2.260.000.00,€7.000.000,,,,,57.6,74.2,64.8,65.5
Jerry Yates,Derby_County,Championship,,,,28.0,England,"1,75m",right,€2.800.000,"May 31, 2025",Centre-Forward,€770.881.00,€0,,,,,57.5,53.8,54.2,55.2
Robert Lewandowski,Barcelona,La_Liga,,,,36.0,Poland,"1,85m",right,€15.000.000,"Jun 30, 2026",Centre-Forward,€33.330.000.00,€500.000.000,,,,,57.5,92.0,99.0,82.8
Folarin Balogun,Monaco,Ligue_1,,,,23.0,"United States, England","1,78m",right,€20.000.000,"Jun 30, 2028",Centre-Forward,€2.870.000.00,€0,,,,,57.4,47.6,49.7,51.6
Colby Bishop,Portsmouth,Championship,,,,28.0,England,"1,80m",right,€1.000.000,"Jun 30, 2028",Centre-Forward,€616.705.00,€0,,,,,57.4,57.4,56.6,57.1
Philipp Hofmann,Bochum,Bundesliga,,,,32.0,Germany,"1,95m",left,€1.500.000,"Jun 30, 2026",Centre-Forward,€780.000.00,€0,,,,,57.3,72.4,61.9,63.9
Cauê,Gil_Vicente_FC,Primeira_Liga,,,,,,,,,,,,,,,,,57.3,41.6,37.9,45.6
Vangelis Pavlidis,Benfica,Primeira_Liga,,,,26.0,Greece,"1,86m",both,€28.000.000,"Jun 30, 2029",Centre-Forward,€2.880.000.00,€0,,,,,57.3,71.3,76.3,68.3
Alexandre Lacazette,Lyon,Ligue_1,,,,33.0,"France, Guadeloupe","1,75m",right,€8.000.000,"Jun 30, 2025",Centre-Forward,€6.000.000.00,€0,,,,,57.3,84.5,84.3,75.4
Roberto Piccoli,Cagliari,Serie_A,,,,24.0,Italy,"1,90m",right,€8.000.000,"Jun 30, 2025",Centre-Forward,€560.000.00,€0,,,,,57.2,79.3,77.0,71.2
Santiago Castro,Bologna,Serie_A,,,,20.0,"Argentina, Italy","1,79m",right,€35.000.000,"Jun 30, 2028",Centre-Forward,€930.000.00,€0,,,,,57.1,71.9,65.1,64.7
Josh Sargent,Norwich_City,Championship,,,,25.0,United States,"1,85m",right,€15.000.000,"Jun 30, 2028",Centre-Forward,€1.541.762.00,€0,,,,,57.0,55.7,58.1,56.9
Emanuel Emegha,Strasbourg,Ligue_1,,,,22.0,"Netherlands, Nigeria","1,96m",right,€20.000.000,"Jun 30, 2028",Centre-Forward,€750.000.00,€0,,,,,56.9,88.0,99.0,81.3
Nicolas Jackson,Chelsea,EPL,,,,23.0,"Senegal, The Gambia","1,87m",right,€55.000.000,"Jun 30, 2033",Centre-Forward,€6.167.047.00,€0,,,,,56.9,66.9,73.5,65.8
Denis Drăguș,Trabzonspor,Süper_Lig,,,,25.0,Romania,"1,85m",right,€3.800.000,"Jun 30, 2028",Centre-Forward,€840.000.00,€0,,,,,56.9,34.0,37.7,42.9
Oumar Diakité,Reims,Ligue_1,,,,21.0,Cote d'Ivoire,"1,85m",right,€7.000.000,"Jun 30, 2028",Centre-Forward,€500.000.00,€0,,,,,56.9,66.4,61.8,61.7
Ayase Ueda,Feyenoord,Eredivisie,,,,26.0,Japan,"1,82m",right,€8.000.000,"Jun 30, 2028",Centre-Forward,€780.000.00,€0,,,,,56.9,48.2,51.3,52.1
Moise Kean,Fiorentina,Serie_A,,,,25.0,"Italy, Cote d'Ivoire","1,83m",right,€40.000.000,"Jun 30, 2029",Centre-Forward,€2.820.000.00,€52.000.000,,,,,56.8,88.4,95.5,80.2
Dejan Joveljić,LA_Galaxy,MLS,,,,,,,,,,,,,,,,,56.7,54.7,64.1,58.5
Ante Crnac,Norwich_City,Championship,,,,21.0,Croatia,"1,90m",left,€8.000.000,"Jun 30, 2028",Centre-Forward,€770.881.00,€0,,,,,56.6,52.1,47.6,52.1
Maximilian Beier,Dortmund,Bundesliga,,,,22.0,Germany,"1,85m",right,€25.000.000,"Jun 30, 2029",Centre-Forward,€3.780.000.00,€0,,,,,56.1,76.7,68.5,67.1
Patson Daka,Leicester_City,EPL,,,,26.0,Zambia,"1,83m",right,€12.000.000,"Jun 30, 2026",Centre-Forward,€4.625.285.00,€0,,,,,56.1,41.1,37.6,44.9
Zito Luvumbo,Cagliari,Serie_A,,,,23.0,Angola,"1,71m",left,€5.500.000,"Jun 30, 2028",Centre-Forward,€1.110.000.00,€0,,,,,56.0,56.5,45.5,52.7
Jeff Ekhator,Genoa,Serie_A,,,,18.0,"Italy, Nigeria","1,88m",right,€5.000.000,"Jun 30, 2029",Centre-Forward,€310.000.00,€0,,,,,55.9,45.7,39.1,46.9
Samuel Essende,Augsburg,Bundesliga,,,,27.0,"DR Congo, France","1,93m",right,€4.500.000,"Jun 30, 2028",Centre-Forward,€750.000.00,€0,,,,,55.9,66.8,58.5,60.4
Oliver Burke,Werder_Bremen,Bundesliga,,,,28.0,Scotland,"1,88m",right,€1.800.000,"Jun 30, 2025",Centre-Forward,€1.020.000.00,€0,,,,,55.9,57.3,49.5,54.2
Giacomo Vrioni,NE_Revolution,MLS,,,,,,,,,,,,,,,,,55.8,53.2,59.0,56.0
Lucas Stassin,Saint_Etienne,Ligue_1,,,,20.0,Belgium,"1,83m",right,€7.000.000,"Jun 30, 2028",Centre-Forward,€720.000.00,€0,,,,,55.7,77.5,77.2,70.1
Philippe Keny,Başakşehir,Süper_Lig,,,,25.0,Senegal,"1,90m",right,€1.500.000,"Jun 30, 2025",Centre-Forward,,,,,,,55.6,33.7,38.0,42.4
Emilio Kehrer,Willem_II,Eredivisie,,,,23.0,Germany,"1,77m",right,€0,"Jun 30, 2027",Centre-Forward,€240.000.00,€0,,,,,55.6,43.6,38.7,46.0
Lyle Foster,Burnley,Championship,,,,24.0,South Africa,"1,85m",right,€7.000.000,"Jun 30, 2028",Centre-Forward,€2.004.290.00,€0,,,,,55.5,47.1,42.6,48.4
Makhtar Gueye,Blackburn_Rovers,Championship,,,,27.0,Senegal,"1,95m",right,€3.000.000,"Jun 30, 2027",Centre-Forward,€616.705.00,€0,,,,,55.4,54.2,50.0,53.2
Ludovic Ajorque,Brest,Ligue_1,,,,31.0,"France, Réunion","1,96m",left,€4.000.000,"Jun 30, 2025",Centre-Forward,€2.160.000.00,€0,,,,,55.4,84.4,83.6,74.5
Patrick Cutrone,Como,Serie_A,,,,27.0,Italy,"1,83m",right,€7.000.000,"Jun 30, 2028",Centre-Forward,€640.000.00,€0,,,,,55.4,68.8,57.6,60.6
Deniz Undav,Stuttgart,Bundesliga,,,,28.0,"Germany, Türkiye","1,79m",both,€22.000.000,"Jun 30, 2027",Centre-Forward,€4.520.000.00,€0,,,,,55.3,65.5,67.8,62.9
Álvaro Rodríguez,Getafe,La_Liga,,,,20.0,"Uruguay, Spain","1,93m",left,€2.500.000,"Jun 30, 2025",Centre-Forward,€520.000.00,€0,,,,,55.3,52.6,54.0,54.0
Felipe Mora,Portland_Timbers,MLS,,,,31.0,Chile,"1,75m",right,€2.500.000,"Dec 31, 2025",Centre-Forward,€1.125.411.00,€0,,,,,55.3,55.2,62.5,57.7
Gianluca Caprari,Monza,Serie_A,,,,31.0,Italy,"1,71m",right,€1.500.000,"Jun 30, 2026",Second Striker,€1.670.000.00,€0,,,,,55.2,53.9,41.3,50.1
Josh Maja,West_Bromwich_Albion,Championship,,,,26.0,"Nigeria, England","1,81m",right,€10.000.000,"Jun 30, 2026",Centre-Forward,€1.048.398.00,€0,,,,,55.2,53.1,56.4,54.9
Bertuğ Yıldırım,Getafe,La_Liga,,,,22.0,Türkiye,"1,91m",right,€2.500.000,"Jun 30, 2025",Centre-Forward,€600.000.00,€0,,,,,55.0,52.0,50.0,52.3
Dominic Solanke,Tottenham_Hotspur,EPL,,,,27.0,"England, Nigeria","1,86m",right,€45.000.000,"Jun 30, 2030",Centre-Forward,€5.550.342.00,€0,,,,,54.8,64.7,69.9,63.1
Rocco Vata,Watford,Championship,,,,20.0,"Ireland, Albania","1,84m",right,€1.000.000,"Jun 30, 2028",Second Striker,€308.352.00,€0,,,,,54.8,42.5,38.0,45.1
Isaac Romero,Sevilla,La_Liga,,,,24.0,Spain,"1,83m",left,€10.000.000,"Jun 30, 2028",Centre-Forward,€2.080.000.00,€30.000.000,,,,,54.5,63.1,64.4,60.7
Conor Chaplin,Ipswich_Town,EPL,,,,28.0,England,"1,68m",left,€8.000.000,"Jun 30, 2026",Second Striker,,,,,,,54.4,39.0,36.1,43.2
Jean-Philippe Mateta,Crystal_Palace,EPL,,,,27.0,"France, DR Congo","1,92m",right,€30.000.000,"Jun 30, 2026",Centre-Forward,,,,,,,54.3,68.8,70.7,64.6
Georges Mikautadze,Lyon,Ligue_1,,,,24.0,"Georgia, France","1,76m",right,€20.000.000,"Jun 30, 2028",Centre-Forward,€3.270.000.00,€0,,,,,54.3,68.9,65.7,63.0
George Ilenikhena,Monaco,Ligue_1,,,,18.0,"Nigeria, France","1,85m",left,€15.000.000,"Jun 30, 2029",Centre-Forward,€690.000.00,€0,,,,,54.1,56.2,54.9,55.1
Wilson Isidor,Sunderland,Championship,,,,24.0,"France, Haiti","1,86m",right,€9.000.000,"Jun 30, 2028",Centre-Forward,€925.057.00,€0,,,,,54.0,57.9,61.1,57.7
Ermedin Demirović,Stuttgart,Bundesliga,,,,,,,,,,,,,,,,,54.0,75.1,79.2,69.4
Borja Mayoral,Getafe,La_Liga,,,,28.0,Spain,"1,82m",right,€9.000.000,"Jun 30, 2027",Centre-Forward,€4.790.000.00,€20.000.000,,,,,53.9,47.9,51.6,51.1
Christian Ramirez,Columbus_Crew,MLS,,,,,,,,,,,,,,,,,53.9,49.7,49.1,50.9
Tomáš Čvančara,Monchengladbach,Bundesliga,,,,,,,,,,,,,,,,,53.8,49.5,45.3,49.5
Kai Havertz,Arsenal,EPL,,,,25.0,Germany,"1,93m",left,€70.000.000,"Jun 30, 2028",Centre-Forward,€17.267.730.00,€0,,,,,53.8,68.4,67.8,63.3
Theo Bair,Auxerre,Ligue_1,,,,25.0,"Canada, Jamaica","1,91m",right,€1.800.000,"Jun 30, 2028",Centre-Forward,€330.000.00,€0,,,,,53.8,54.8,50.4,53.0
Ollie Watkins,Aston_Villa,EPL,,,,29.0,England,"1,80m",right,€50.000.000,"Jun 30, 2028",Centre-Forward,,,,,,,53.6,74.2,77.6,68.5
Vedat Muriqi,Mallorca,La_Liga,,,,31.0,"Kosovo, Albania","1,94m",left,€8.000.000,"Jun 30, 2027",Centre-Forward,€4.580.000.00,€0,,,,,53.6,76.1,77.3,69.0
Hugo Duro,Valencia,La_Liga,,,,25.0,Spain,"1,77m",left,€10.000.000,"Jun 30, 2028",Centre-Forward,€4.170.000.00,€0,,,,,53.5,66.1,76.0,65.2
Wesley Saïd,Lens,Ligue_1,,,,30.0,"France, Comoros","1,71m",right,€3.500.000,"Jun 30, 2026",Centre-Forward,€540.000.00,€0,,,,,53.2,52.2,49.9,51.8
Dimitris Rallis,Heerenveen,Eredivisie,,,,20.0,"Greece, Netherlands","1,89m",right,€0,"Jun 30, 2025",Centre-Forward,€70.000.00,€0,,,,,53.0,41.4,40.0,44.8
Tobias Lauritsen,Sparta_R'dam,Eredivisie,,,,27.0,Norway,"1,96m",right,€4.000.000,"Jun 30, 2026",Centre-Forward,€490.000.00,€0,,,,,52.9,64.8,66.5,61.4
Evanilson,Bournemouth,EPL,,,,25.0,Brazil,"1,83m",both,€35.000.000,-,Centre-Forward,€5.241.990.00,€0,,,,,52.8,65.6,70.9,63.1
Johannes Eggestein,St_Pauli,Bundesliga,,,,26.0,Germany,"1,83m",right,€3.000.000,"Jun 30, 2025",Centre-Forward,€840.000.00,€0,,,,,52.8,61.8,47.3,54.0
Jesús Ramírez,Vitoria_Guimaraes,Primeira_Liga,,,,27.0,Venezuela,"1,87m",left,€1.000.000,"Jun 30, 2027",Centre-Forward,€280.000.00,€0,,,,,52.7,45.4,43.1,47.1
Boulaye Dia,Lazio,Serie_A,,,,28.0,"Senegal, France","1,80m",right,€15.000.000,"Jun 30, 2026",Centre-Forward,€2.560.000.00,€50.000.000,,,,,52.7,64.5,61.6,59.6
Gaëtan Laborde,Nice,Ligue_1,,,,31.0,France,"1,81m",left,€6.000.000,"Jun 30, 2026",Centre-Forward,€3.850.000.00,€0,,,,,52.7,83.8,69.9,68.8
Elijah Adebayo,Luton_Town,Championship,,,,27.0,"England, Nigeria","1,93m",,€8.000.000,-,Centre-Forward,€770.881.00,€0,,,,,52.6,57.7,59.5,56.6
Thom van Bergen,Groningen,Eredivisie,,,,21.0,Netherlands,"1,80m",right,€1.000.000,"Jun 30, 2026",Centre-Forward,€90.000.00,€0,,,,,52.6,61.6,59.7,58.0
Tyrese Campbell,Sheffield_United,Championship,,,,25.0,"England, Jamaica","1,85m",left,€4.000.000,"Jun 30, 2027",Centre-Forward,€925.057.00,€0,,,,,52.6,51.9,52.6,52.4
Christian Kouamé,Fiorentina,Serie_A,,,,,,,,,,,,,,,,,52.6,51.4,39.8,47.9
Paul Onuachu,Southampton,EPL,,,,30.0,Nigeria,"2,01m",right,€8.000.000,"Jun 30, 2026",Centre-Forward,€1.850.114.00,€0,,,,,52.5,52.3,46.0,50.3
Rodrigo Pinho,Estrela,Primeira_Liga,,,,33.0,"Brazil, Germany","1,85m",left,€0,"Jun 30, 2027",Centre-Forward,€350.000.00,€0,,,,,52.5,55.6,53.5,53.9
Che Adams,Torino,Serie_A,,,,,,,,,,,,,,,,,52.5,72.8,66.4,63.9
Nélson Oliveira,Vitoria_Guimaraes,Primeira_Liga,,,,33.0,Portugal,"1,86m",right,€0,"Jun 30, 2026",Centre-Forward,€380.000.00,€0,,,,,52.4,53.2,48.6,51.4
Güven Yalçın,Arouca,Primeira_Liga,,,,26.0,"Türkiye, Germany","1,84m",right,€1.200.000,"Jun 30, 2025",Centre-Forward,€1.350.000.00,€0,,,,,52.4,48.6,42.3,47.8
Tomané,Farense,Primeira_Liga,,,,32.0,Portugal,"1,86m",right,€0,"Jun 30, 2026",Centre-Forward,€150.000.00,€0,,,,,52.4,56.0,47.8,52.1
Andrea Pinamonti,Genoa,Serie_A,,,,25.0,Italy,"1,85m",right,€16.000.000,"Jun 30, 2025",Centre-Forward,€4.440.000.00,€0,,,,,52.4,74.0,65.4,63.9
Troy Parrott,AZ_Alkmaar,Eredivisie,,,,23.0,Ireland,"1,85m",right,€9.000.000,"Jun 30, 2029",Centre-Forward,€980.000.00,€0,,,,,52.3,71.1,80.9,68.1
Mateo Retegui,Atalanta,Serie_A,,,,26.0,"Italy, Argentina","1,86m",right,€45.000.000,"Jun 30, 2028",Centre-Forward,€2.820.000.00,€0,,,,,52.3,92.1,89.7,78.0
Romelu Lukaku,Napoli,Serie_A,,,,31.0,"Belgium, DR Congo","1,91m",left,€22.000.000,"Jun 30, 2027",Centre-Forward,€7.690.000.00,€0,,,,,52.0,86.0,73.2,70.4
Lorenzo Lucca,Udinese,Serie_A,,,,24.0,Italy,"2,01m",right,€22.000.000,"Jun 30, 2028",Centre-Forward,€460.000.00,€0,,,,,51.9,71.7,67.6,63.7
Monsef Bakrar,New_York_City_FC,MLS,,,,24.0,Algeria,"1,83m",,€0,"Dec 31, 2026",Centre-Forward,€317.763.00,€0,,,,,51.8,47.2,45.3,48.1
Khiry Shelton,Sporting_KC,MLS,,,,31.0,United States,"1,91m",,€0,"Dec 31, 2025",Centre-Forward,€617.873.00,€0,,,,,51.7,47.6,36.5,45.3
Florian Ayé,Auxerre,Ligue_1,,,,28.0,"France, Benin","1,84m",right,€1.500.000,"Jun 30, 2026",Centre-Forward,€780.000.00,€0,,,,,51.6,46.8,45.5,48.0
Mark Harris,Oxford_United,Championship,,,,26.0,Wales,"1,82m",right,€0,"Jun 30, 2026",Centre-Forward,€431.693.00,€0,,,,,51.5,48.6,49.4,49.8
Santiago Giménez,Milan,Serie_A,,,,,,,,,,,,,,,,,51.5,48.6,45.0,48.4
Borja Iglesias,Celta_Vigo,La_Liga,,,,32.0,Spain,"1,87m",right,€3.000.000,"Jun 30, 2025",Centre-Forward,€1.600.000.00,€0,,,,,51.4,66.2,84.9,67.5
Jaime Mata,Las_Palmas,La_Liga,,,,36.0,Spain,"1,86m",right,€0,"Jun 30, 2025",Centre-Forward,€1.560.000.00,€0,,,,,51.2,46.9,46.6,48.2
Thomas Müller,Bayern_Munich,Bundesliga,,,,35.0,Germany,"1,85m",right,€6.000.000,"Jul 31, 2025",Second Striker,€15.000.000.00,€0,,,,,51.2,58.1,47.5,52.3
Darío Poveda,Farense,Primeira_Liga,,,,28.0,Spain,"1,87m",right,€0,"Jun 30, 2026",Centre-Forward,€380.000.00,€0,,,,,51.2,48.3,40.3,46.6
Kornelius Hansen,Almere_City,Eredivisie,,,,23.0,Norway,"1,75m",right,€0,"Jun 30, 2025",Centre-Forward,€70.000.00,€0,,,,,51.2,53.5,50.0,51.6
Václav Sejk,Famalicão,Primeira_Liga,,,,,,,,,,,,,,,,,51.0,45.0,42.2,46.1
Leonardo Campana,Inter_Miami,MLS,,,,,,,,,,,,,,,,,51.0,46.2,47.6,48.3
Niclas Füllkrug,West_Ham_United,EPL,,,,32.0,Germany,"1,89m",right,€12.000.000,"Jun 30, 2028",Centre-Forward,€5.550.342.00,€0,,,,,50.9,45.7,42.1,46.2
Sinclair Armstrong,Bristol_City,Championship,,,,21.0,"Ireland, Nigeria","1,82m",right,€2.200.000,"Jun 30, 2028",Centre-Forward,€616.705.00,€0,,,,,50.9,47.9,44.9,47.9
Michael Smith,Sheffield_Wednesday,Championship,,,,33.0,England,"1,91m",right,€0,"Jun 30, 2025",Centre-Forward,€1.079.233.00,€0,,,,,50.8,56.5,51.2,52.8
Noah Ohio,Utrecht,Eredivisie,,,,22.0,"Netherlands, England","1,83m",left,€3.000.000,"Jun 30, 2027",Centre-Forward,€780.000.00,€0,,,,,50.8,46.0,48.1,48.3
Duván Zapata,Torino,Serie_A,,,,34.0,Colombia,"1,88m",right,€4.000.000,"Jun 30, 2027",Centre-Forward,€5.000.000.00,€0,,,,,50.8,49.7,46.3,48.9
Mikel Oyarzabal,Real_Sociedad,La_Liga,,,,28.0,Spain,"1,81m",left,€30.000.000,"Jun 30, 2028",Centre-Forward,€3.600.000.00,€75.000.000,,,,,50.7,63.7,63.1,59.2
Cyle Larin,Mallorca,La_Liga,,,,30.0,"Canada, Jamaica","1,88m",right,€3.500.000,"Jun 30, 2028",Centre-Forward,€840.000.00,€0,,,,,50.6,65.8,69.8,62.1
